year,period,periodName,latest,value,footnotes,seriesID
2018,M02,February,,114.1,[{}],WPUFD49104
2018,M01,January,,113.7,[{}],WPUFD49104
2017,M12,December,,113.1,[{}],WPUFD49104
2017,M11,November,,113.3,[{}],WPUFD49104
2017,M10,October,,113.4,[{}],WPUFD49104
2017,M09,September,,112.6,[{}],WPUFD49104
2017,M08,August,,112.6,[{}],WPUFD49104
2017,M07,July,,112.4,[{}],WPUFD49104
2017,M06,June,,112.3,[{}],WPUFD49104
2017,M05,May,,112.2,[{}],WPUFD49104
2017,M04,April,,112.1,[{}],WPUFD49104
2017,M03,March,,111.6,[{}],WPUFD49104
2017,M02,February,,111.3,[{}],WPUFD49104
2017,M01,January,,111.2,[{}],WPUFD49104
2016,M12,December,,110.7,[{}],WPUFD49104
2016,M11,November,,110.7,[{}],WPUFD49104
2016,M10,October,,110.7,[{}],WPUFD49104
2016,M09,September,,110.2,[{}],WPUFD49104
2016,M08,August,,110.2,[{}],WPUFD49104
2016,M07,July,,110.3,[{}],WPUFD49104
2016,M06,June,,110.3,[{}],WPUFD49104
2016,M05,May,,110.0,[{}],WPUFD49104
2016,M04,April,,110.0,[{}],WPUFD49104
2016,M03,March,,109.9,[{}],WPUFD49104
2016,M02,February,,109.9,[{}],WPUFD49104
2016,M01,January,,109.7,[{}],WPUFD49104
